,標題,版主,日期,時間,觀看數,留言
5665,【心得】【娛樂】孤獨的美食家-沙太太私房餐廳(BOS無限制消滅教),na997733,09/01,00:23,1806,22
5666,【討論】無限制的死靈真的噁心,zxc012,08/31,14:16,5969,44
5667,【情報】比賽 就是要靠賽#1(試辦賽) 資訊 0902更新,o0nick0o,08/30,01:34,991,0
5668,【心得】終於收集完成！這期ES畢業!!@東門艾客米,SARTLITNIGHT,08/29,15:30,1110,0
5669,【問題】有沒有人覺得這次寶箱出現率異常的低,a760702q,08/29,01:31,2810,50
5670,【四格】朋友,a298034a,08/27,23:14,1006,8
5671,首篇已刪,t0465349,08/27,19:15,41,0
5672,"【心得】反過來壓在地上磨擦,8連勝跳費龍 by Kcecil(8/26更新)",ken02,08/26,19:24,3030,41
5673,【心得】不為勝利走旁門左道／只為正義守龍族之都 龍族詳解 (更新牌組於3/F),r28588449,08/25,17:41,12k,31
5674,【心得】指定 裁縫妖 10戰9勝。8/28 更新10連勝 娛樂牌組,pradaad,08/25,17:08,1299,11
5675,"【心得】WLD大中立時代快退指定了，""中立教""最後再戰一波!! 9/15牌組微調",sh551001,08/25,17:02,999,9
5676,【心得】nerf後無限傳奇復仇吸100場統計,ashtaroth314,08/25,09:36,3970,3
5677,【心得】【無限制】分享一套最近拿來爬分的巨蝠吸,wwwww2323,08/24,18:23,1362,8
5678,【心得】(指定)AA區新環境10戰7勝馬納歷亞直傷法,spitice5400,08/23,16:01,1947,1
5679,【心得】《蒼空騎翔》之追加卡語音&翻譯,hayashitn,08/21,21:32,1325,13
5680,【問題】進來看看～～,ppkk100,08/19,23:16,702,16
5681,【問題】整個天梯都是巫師的天下？,otis192837,08/19,15:53,59,1
5682,【繪圖】請不要黑佐伊,jasonhsu0606,08/18,16:07,4263,32
5683,【心得】【娛樂】本次痛失多位榮譽教友，在此浴火重生之新BOS消滅教,Plk13258,08/17,17:15,2410,30
5684,【閒聊】【文長注意】名為奧契絲的人偶少女,IANfan891112,08/17,10:54,4587,25
5685,【心得】【指定系列】BOS版本傳說揭幕皇GM心得 附牌組構築/概念解說,qsl1125,08/16,17:40,4117,13
5686,【四格】涅克薩斯的煩惱,Plk13258,08/15,19:30,4214,31
5687,【心得】【指定】千龍之主的蒼色威嚴 ──  疾走型復仇龍,e24370936e,08/11,16:02,3456,19
5688,【攻略】無限制甲蟲妖,a126316639,08/11,13:36,4810,27
5689,【塗鴉】【惡搞】凱加的激辛料理,YellowBean,08/10,22:24,1342,4
5690,【塗鴉】蛤?什麼大賽?,a328856usw,08/10,17:14,1929,9
5691,【心得】要讓那些在無限制場上的妖魔鬼怪得到救贖 (無限制消滅教),raixkonoe,08/10,00:47,1198,9
5692,【惡搞】林德沃姆自介【Shadowverse】,zxrer718,08/09,21:57,3242,63
5693,【心得】［無限制 娛樂］只有一張也想要玩的棄牌勝利皇,kkllk741000,08/07,23:46,848,9
5694,【閒聊】狩鬼少女‧小桃,bgsjk9ly,08/07,13:19,910,13
5695,【閒聊】卡牌間失衡的討論,ppkk100,08/06,22:50,2478,104
5696,(GM階層)PiyA文摘《回首來時血淚處，也無風雨也無晴──指定環境中速血脈吸》,lakers63xx,08/06,16:17,2183,37
5697,【繪圖】畫一隻奧契絲 泳裝ver,LCHJ,08/02,12:04,1071,2
5698,【心得】人偶仇 GM淺談 內附組牌教學 私と世界が、絶望で満ちる,andy75325,08/01,14:16,4091,24
5699,【心得】新手起家策略,ymwong,07/31,17:23,3057,34
5700,【心得】復仇者：造物的事能算偷嗎？,fzw1222,07/31,15:17,3264,32
5701,"【討論】想請教一下大家對於""星之鎧甲""這張牌的看法",j60212,07/28,22:06,1937,35
5702,【問題】天狐主教的問題,WindDriver66,07/27,22:09,670,13
5703,【心得】《闇影詩章 X 碧藍幻想》聯動漫畫翻譯(共6話),contradicti8,07/27,18:17,3527,18
5704,【翻譯】讓你知道你的卡片到底在說什麼話 主教篇,contradicti8,07/27,18:15,4201,39
5705,【心得】紡織妖 GM小心得 星爆猴一定行 新增進決賽版本,eddie2271125,07/23,17:23,5840,71
5706,【問題】想問這兩幅快皇哪副打這次大賽比較穩？？,TP6EJ041UP,07/21,00:42,736,25
5707,開台中  一方  不雙GM不關台 限制無限MP8500,maes90084,07/18,22:40,408,0
5708,【討論】關於現在的遊戲風氣,a930359,07/18,18:07,8219,5
5709,【攻略】《蛋蛋》41勝4敗『中速傳說皇』 內含教學影片,moonnight168,07/17,20:32,5589,55
5710,【心得】2pick心得,contradicti8,07/17,15:48,17k,14
5711,【心得】【無限制娛樂牌組】雙刀流劍士 虹谷和人 最速劍鬥教,lostaria,07/15,15:40,4557,29
5712,【討論】其實SV的活動是真的蠻鳥的,NIGHTTERROR,07/15,09:16,3211,37
5713,【指定/娛樂】高スタッツ！Ｂａｎｅ！Ｓｈｉｅｌｄ！ 高體質!必殺!盾! 傳說揭幕浮士德土印巫,seanlau708,07/14,22:47,3362,12
5714,【心得】[無限制] 全程(?)吸血鬼上GM,Qazasd5810,07/13,22:40,3132,53
5715,【心得】【指定大賽】擊穿厄夜的黑色閃電 ── 處理型任務龍,xyzq666,07/13,17:19,4240,53
5716,【問題】想請問一下無限制死靈法師牌組,vin870329,07/13,15:26,1086,11
5717,【自製情報】闇影詩章-砍卡編年史 (更新至2018年10月30日的調整),hymnson,07/12,23:57,2655,70
5718,【問題】請問雙子的卡背,r28588449,07/12,17:20,329,0
5719,【心得】蒼空騎翔-奧契斯拯救計畫-人偶仇心得分享 7/9小更新,fallwater,07/11,09:43,13k,84
5720,【攻略】M段10連勝!烈風翼神教會教。,azq00258,07/09,23:09,3342,32
5721,【心得】【無限制】【娛樂】其實妖精也可以很厲害~?一起用核爆妖打飛奶砲教吧!,ben6878100,07/09,20:38,1466,22
5722,【小說】【終焉殘章】機械降神篇（四）7/9,dl9999999999,07/09,18:26,1128,2
5723,【心得】死靈阿卡斯指定十回合OTK牌組(新增任務牌組2虹卡而已) 大賽進入決賽,kkllk741000,07/09,17:29,4897,112
5724,【心得】[指定GM] 阿卡斯中死 by優法 7/9 shadowverse log數據出來了,ulp248861,07/09,01:31,4047,37
5725,【攻略】【LTC】後貝姊時期，復仇吸嶄新的篇章 7/7正名復仇幹臉吸(大賽5勝),xji6m06wu,07/07,11:51,3858,10
5726,【攻略】玩膩增幅法了嗎? 馬納歷亞白銀剣 AA2 爬分排組,PaniPoniDash,07/06,23:46,3007,17
5727,【心得】M區開季7連勝，總計14戰12勝紡織猩爆妖小心得(6樓有調整後的牌組,sean0614,07/06,18:04,9277,51
5728,【閒聊】我愛復仇吸啦剛剛打了一把五勝想炫耀一下,samx08,07/06,16:29,1213,10
5729,【討論】《娛樂》黑愛的夢境幻想，最大29點otk極限輸出（更新指定版本）,fzw1222,07/05,19:38,2002,9
5730,【繪圖】月魂鬼･ツバキ,beanfun12345,07/05,17:53,1395,3
5731,【閒聊】さぁ、飛ぶわよ！,ericluffy,07/03,15:33,1868,23
5732,"【閒聊】再見了shadowverse,再見了露娜。",xxxsx2,07/02,06:43,4694,36
5733,【心得】《蒼空騎翔》系列傳說卡語音&翻譯,a75091500,07/01,23:33,3686,16
5734,Piya文摘《繁華盡落，輓歌少女不見晨光 ─論葬送制度在指定環境的問題與限制》,ZhaooneC8763,07/01,12:15,3060,73
5735,【情報】主戰者造型票選結果出爐啦！,o12346688o,06/29,09:21,16k,117
5736,【其他】◆◇◆進版圖募集中◆◇◆,r28588449,06/28,17:22,6354,27
5737,【繪圖】露娜～,aesir154,06/24,19:32,832,1
5738,【問題】超越法的操作方法,Hing0517,06/24,10:48,1443,9
5739,【其他】致 株式会社Cygames 的一封公開信 (抗議行動進行中),hamano120,06/17,13:36,9764,79
5740,【繪圖】獸人紗妃拉,beanfun12345,06/16,18:34,2633,5
5741,【心得】【指定M區】【進決賽啦！】創造物魚丸烹煮指南 by流星雨,wekk2001,06/11,20:48,8166,49
5742,【繪圖】克兒佩洛斯,beanfun12345,06/08,17:42,1821,7
5743,【心得】昔日燈柱成大器!?指定大會A組突入! 屍魔王中速!(06/08 更新 大會對戰片段),standblue,06/08,07:33,6756,33
5744,【心得】【指定系列】M區24連勝，DBN亞瑟中速皇心得（6樓更新對局分析）,julia000000,06/01,12:20,14k,109
5745,【心得】《起源終焉》追加卡之語音&翻譯,hayashitn,05/30,17:33,1514,9
5746,【心得】15連像深淵? 不，是指定的控妖! 淺談精靈操作(5/22更:對跳費龍),vin870329,05/25,23:22,10k,63
5747,【心得】【指定】GM 23000分 DBN控妖最強型態分享,sam0345,05/25,18:08,5913,39
5748,【繪圖】奧茲國的大魔女,crazy0730,05/23,14:40,1226,9
5749,【心得】【DBN限制】有錢就是任性！教你如何用錢砸死對手（砲擊皇）,jack333659,05/15,11:26,4194,35
5750,[繪圖] 克兒佩洛斯,beanfun12345,05/14,18:35,1588,9
5751,[繪圖]可魯!,beanfun12345,05/08,19:21,1462,6
5752,【繪圖】亞里莎～,aesir154,05/01,23:48,1687,15
5753,【心得】【指定M區】變好貴的DBN幻影貓BY ERO (2018-4-2 停止更新),Erichow,04/29,12:22,8771,79
5754,【攻略】《指定系列》 各虹卡首抽簡評解析，新手適用 (4/27修正),xanxus23,04/27,16:28,5940,35
5755,【繪圖】蛋塔人,alex6462,04/26,00:52,1062,7
5756,【心得】【指定M區】11連勝原初跳費龍&龍族雜談byKcecil(上GM了),k8933007,04/23,21:24,9303,60
5757,[繪圖]ケルベロス,beanfun12345,04/22,17:26,1523,4
5758,【塗鴉】中立言靈法好恐怖,death66666,04/22,14:22,2422,15
5759,【繪圖】水龍…神巫女,e1000temu100,04/22,00:11,2465,7
5760,【心得】[指定模式] 全程夢想妖精龍精靈上GM心得,yang821102,04/15,19:22,4069,16
5761,【心得】【無限】15連勝骸王葬送死,T95413636,04/15,09:59,6086,16
5762,【閒聊】骸の代弁者,bgsjk9ly,04/13,00:54,704,3
5763,【繪圖】黑天月兔妖 - 菈米娜,may65879,04/10,01:54,2909,14
5764,[繪圖]フォルテ一張,beanfun12345,04/08,18:21,2220,9
5765,【心得】<無限制> 控吸~ 終於上GM  ( 勝率約70% ),godoka3,04/08,18:07,6027,20
5766,【心得】看花的死靈籮莉,BCSF,04/06,20:23,1768,8
5767,【心得】【指定GM】白銀中速土 by優法,a9078525770,04/05,01:31,3541,19
5768,【攻略】新手福利專區--任務用牌組ver6.0-星神傳說版本更新,LUCAS30466,04/02,19:09,27k,106
5769,【密技】幻想是永無止盡的－『ダークアリス』,MW4,04/01,20:01,4242,21
5770,【繪圖】ケルベロス,beanfun12345,04/01,17:43,1428,7
5771,【閒聊】來畫個艾夏吧,s06401390,04/01,10:11,736,11
5772,首篇已刪,sysop,03/29,15:40,11k,57
5773,【閒聊】桃樂絲,aa7898918,03/29,12:03,1009,7
5774,【心得】《指定模式》=CGS遠古羅蘭控皇=，第二月v2（13樓新增季末雜談）,lightdsg9999,03/28,13:14,11k,56
5775,【繪圖】オズの大魔女,beanfun12345,03/25,21:07,2999,9
5776,【繪圖】機械降神,yusei235689,03/24,09:27,2020,8
5777,【心得】【指定系列】CGS亞瑟中速皇心得（8樓更新大賽模式5勝牌組）,a24268530,03/23,23:58,13k,52
5778,【繪圖】ダークエンジェル・オリヴィエ,beanfun12345,03/23,17:58,1847,9
5779,【心得】叮咚叮咚,kuli5788263,03/23,16:58,852,5
5780,【密技】星神傳說卡包，關於星宿們的二三事~ (圖多喔),alpha991225,03/04,22:16,2509,27
5781,(GM階層) PiyA文摘《費數的預支與報酬，善用護符效益的聖杯節奏主教。》,leoaolia,03/03,13:35,2290,28
5782,【指定】為盛大終曲獻上靈魂前奏 -- 芙琳蒂無謀龍,hayashitn,02/28,15:41,2391,22
5783,【閒聊】SV／闇影故事書：小桃與爺爺奶奶 ─ 可喜可賀、可喜可賀,et8645251,02/27,15:03,921,10
5784,【攻略】(指定模式) M=>GM區 21連勝 降智教,baha140415,02/17,21:30,3146,28
5785,【攻略】(指定模式) M區17連勝 中速死靈,frank1230056,02/17,01:04,4746,14
5786,【心得】【指定GM】各種貓吸構成 各職打法及心得BY ERO (2018-2-16 停止更新),Ero0121,02/16,23:08,6563,87
5787,2/9更新(GM階層) PiyA文摘《月前改版後環境，安定上分牌組──中速皇。》,cupramen97,02/14,12:23,4346,64
5788,【心得】(無限制)55名上GM(皇家，吸血鬼),s960063brian,02/12,02:31,2359,11
5789,【心得】【指定】M區勝率穩定七成以上，賣火柴的小女孩&鬼父 的節奏土法,seanlau708,02/08,03:21,4404,68
5790,【心得】［指定］M區控吸牌組分享，桃樂絲環境勝率七成,asdfg0605,02/08,03:09,5943,40
5791,【閒聊】叮噹天使!,jenniferc779,02/07,12:05,1625,12
5792,【指定】改版後GM~勝率將近9成中死,jim96494,02/04,11:48,4401,60
5793,【心得】【限制】 優開龍族 梅薇指環白銀巫10戰8勝心得簡單分享,Marcokiller,02/02,00:26,5367,19
5794,【心得】【指定】GM OTK創造物復仇者,joe1237895,01/30,21:49,4851,41
5795,【心得】Hsu ∣ 叮噹空天妖 新環境10連勝 開墮心得 (01/25二樓更新),Gary8442,01/25,22:57,7555,41
5796,【攻略】Shadowverse新手入坑經濟指南,dej19981031,01/24,10:12,88k,84
5797,"【心得】【無限制】你給我4pp,我給你一個世界--CGS禁忌冥府!",seanlau708,01/20,18:11,2885,5
5798,【心得】M區指定模式10連勝! 皇家牌組分享,js1678829,01/17,15:56,14k,41
5799,【塗鴉】SV塗鴉串(`･ω･´) 1/17更新 斑比醬登場！咦...走錯了？,isabel1895,01/17,01:31,2922,33
5800,【心得】【指定區】ＯＴＫ創造復仇者牌組 （Ｍ區13連勝）,zhuchiue,01/15,17:37,14k,54
5801,【心得】【指定】 誰說快妖不行了？ 無虹快妖爬GM,serendipity6,01/15,07:40,7109,31
5802,【繪圖】闇夜千金‧賽蕾絲(1/13修正),iiseven,01/13,13:49,4795,16
5803,【心得】【指定】CGS絢爛復仇者上GM,Fire999,01/13,03:25,8481,74
5804,【心得】回憶扣薪水的惡夢！68%中速死一周上GM心得！,ben6878100,01/10,10:22,13k,94
5805,【心得】全台灣最大的抄牌中心 - 白狼妖,evildark,01/06,12:33,6521,9
5806,【心得】全台灣最大的抄牌中心上線啦 - 不敗中速皇,evildark,01/05,20:43,8244,18
5807,【繪圖】畫一畫狗妹=凱爾醬(`･∀･),o12346688o,01/04,17:54,4056,27
5808,【攻略】讓圓桌再次偉大! 亞瑟皇(指定系列) 五樓實戰影片 九樓近期戰績,alan0823666,01/03,00:37,5367,110
5809,【情報】超簡短新人攻略(再抽60包、選定路線、購買什麼包、抄牌、外掛),yoshi1346,01/02,20:07,254k,234
5810,【攻略】《指定》Hakuya空哥 回憶夢境奇想的恐怖 節奏黑愛 8連勝90%勝率,marvin53,01/02,18:59,4506,27
5811,【心得】【實測一整天-指定系列天梯】創造物復仇者牌組建構心得,yas04137,01/02,16:40,10k,82
5812,【攻略】無限制黑暗大法師召喚術 從5T開始決鬥吧!,peter000321,01/01,02:52,6211,37
5813,【繪圖】神秘守門人-絲碧涅(新年快樂~,klsd93060811,01/01,01:00,7928,19
5814,【繪圖】奧茲國的大雪人,adsl12345766,01/01,00:56,2489,9
5815,【攻略】《蛋蛋》SFL版本 GM皇家套牌分享(12/24更新 最後救贖皇家),as8177919,12/31,00:33,35k,91
5816,【心得】繪圖分享-魔獸支配者，另祝大家明天都歐洲,pk9494944,12/28,18:02,1210,8
5817,(GM階層) PiyA文摘《王啊，你不懂人心。從亞瑟王談鋪場卡片的費數意義》,jasonmare777,12/28,01:10,4133,110
5818,【情報】改版倒數特別活動公告，活動期間每日與2人完成私人對戰即可拿1包卡包。,r28588449,12/25,18:33,13k,1026
5819,【繪圖】畫一畫狗妹聖誕賀圖(`･∀･),kururucool,12/25,16:32,1841,12
5820,【心得】最高Cost只有5﹗禁忌冥府牌組--M區10戰8勝,aaabbb11220,12/20,22:22,5693,27
5821,【攻略】【Reoれお】星神傳說１２連勝屌虐OTK妖！！【卡西歐佩亞我老婆】,z1235045k7tj,12/15,15:42,21k,139
5822,【繪圖】畫一畫瑪麗醬(`･∀･),kururucool,12/13,12:26,3195,32
5823,【心得】拯救超越勝率 KT的超越特訓班,QLOKOHO,12/10,16:42,33k,152
5824,【繪圖】畫一畫水龍巫女(`･∀･),alpha991225,12/10,06:08,3640,34
5825,【情報】角色合輯--暗黑進化 Darkness Envolved 9/28更新,r28588449,12/08,14:58,17k,25
5826,繪圖分享-轉蛋姬奈芙蒂絲,pk9494944,12/07,12:02,1042,9
5827,【心得】(12/5更新)Ryan『GM達標』空天妖使用心得(更新影片與牌組),abcdabas,12/06,10:43,5818,49
5828,【情報】角色特輯--黑暗天使 · 奧莉芙 Olivia 9/19更新高清圖檔包,r28588449,12/04,06:47,13k,19
5829,【心得】SFL鋪場型炎將中速皇（12/03更新天國階梯nerf後版本）,cupramen97,12/03,07:11,5180,60
5830,【心得】SFL GM 10連勝 中速死靈牌組大公開~11/30新增牌組,Zafkiel,11/30,19:34,11k,64
5831,【心得】SFL GM 9連勝 0虹卡 中立法復興牌組分享~,a9606022,11/28,22:12,7866,54
5832,【繪圖】叮咚叮ー咚,a930359,11/20,19:59,7095,28
5833,【心得】M區中速中立美女野獸妖(中立妖)7~8成勝率牌組分享*上GM了~10/22更新牌組及介紹,t2378865,11/20,04:09,17k,69
5834,【心得】分享一套12連勝的2378轉蛋死,wlo1892214,11/18,15:37,3615,13
5835,【攻略】元祖只是輔助! 臉龍M區10連勝牌組分享,jkjk059,11/17,19:31,6278,8
5836,【繪圖】アリサ一張!,beanfun12345,11/16,18:54,2235,15
5837,【心得】【LR】11月SFL版本 三套GM皇家牌組分享,s9503044,11/10,23:26,2575,37
5838,【心得】給新手們各個職業的基礎介紹(10/11更新平衡後牌組),kelvinyuen98,11/10,22:07,220k,205
5839,【攻略】快皇的最大剋星－SFL卡波＋梅杜莎快吸，M區五十場勝率68%！,zxc789258,11/10,12:01,33k,280
5840,【閒聊】手繪一張桃桃 （獻祭圖xD),kelvinyuen98,11/10,01:08,1827,30
5841,【攻略】【LTC】沒什麼聳動的標題，就只是個蛇與美腿......耶夢瑪麗自殘鬼,paywing,11/09,22:57,8577,36
5842,【心得】各大職業虹卡使用心得，歡迎新手參考!(含最新星神傳說虹卡，11/3更新),fan119053,11/04,03:05,5407,63
5843,【其他】板務小組對於非正常遊戲插件的看法,saasa8112,11/03,00:09,4837,19
5844,【萬聖節】ψ(｀∇´)ψ 露娜 班比 變裝show,aries80441,10/31,22:01,2686,4
5845,【心得】AA區14連勝，13連勝，純仇吸上m心得,dino30302,10/31,20:33,8121,29
5846,【心得】Master教學 KT@PC的爬梯教程(一)超越法師,wabe0812,10/31,00:39,11k,54
5847,【攻略】【非LTC】轉職為養鳥人的伊莉絲，SFL黑貞疾走教,MNSH0314,10/30,23:48,4514,17
5848,【心得】卡牌遊戲的概念與競技場的技巧,r28588449,10/29,21:16,31k,22
5849,【繪圖】畫一畫仙后座(`･∀･),kururucool,10/29,14:11,4823,20
5850,【討論】環境特化型全新荒牙otk! 龍人召喚師加入!,jemmy111110,10/29,12:07,3263,23
5851,【攻略】甲甲妖精王Reo式10連勝精靈OTK 此副上GM,Satirize,10/28,00:49,41k,269
